date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:39:20	6539/6539	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202004%2019:40:28%20GMT	www.superspoof.com/vegas/index	./www.superspoof.com/vegas/index-2.html	(from www.superspoof.com/vegas/)
13:39:21	22980/22980	---M--	200	added ('OK')	image/gif	etag:%227f0090-59c4-902cdcc0%22	www.superspoof.com/vegas/telaviva.gif	./www.superspoof.com/vegas/telaviva.gif	(from www.superspoof.com/vegas/)
13:39:21	6539/6539	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202004%2019:40:29%20GMT	www.superspoof.com/ocanada/008000	./www.superspoof.com/ocanada/008000.html	(from www.superspoof.com/ocanada/)
13:39:22	10748/10748	---MC-	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202004%2019:40:28%20GMT	www.superspoof.com/vegas/themepark.php	./www.superspoof.com/vegas/themepark.html	(from www.superspoof.com/vegas/)
13:39:23	17727/17727	---M--	200	added ('OK')	image/jpeg	etag:%227c8049-453f-8b3a6200%22	www.superspoof.com/ocanada/flag.jpg	./www.superspoof.com/ocanada/flag.jpg	(from www.superspoof.com/ocanada/)
13:39:23	14609/14609	---M--	200	added ('OK')	image/jpeg	etag:%227dc080-3911-8c3dc840%22	www.superspoof.com/penguin/deathrow.jpg	./www.superspoof.com/penguin/deathrow.jpg	(from www.superspoof.com/penguin/)
13:39:24	857/857	---M--	200	added ('OK')	image/gif	etag:%221e8715-359-419e1e6c%22	https://www.paypal.com/images/x-click-but04.gif	./www.paypal.com/images/x-click-but04.gif	(from www.superspoof.com/penguin/)
13:39:24	6539/6539	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202004%2019:40:32%20GMT	www.superspoof.com/home.html	./www.superspoof.com/home.html	(from www.superspoof.com/penguin/)
13:39:25	6539/6539	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202004%2019:40:33%20GMT	www.superspoof.com/napster/008000	./www.superspoof.com/napster/008000.html	(from www.superspoof.com/napster/)
13:39:25	4421/4421	---M--	200	added ('OK')	image/jpeg	etag:%227b0088-1145-8b3a6200%22	www.superspoof.com/napster/napster.jpg	./www.superspoof.com/napster/napster.jpg	(from www.superspoof.com/napster/)
13:39:25	2520/2520	---M--	200	added ('OK')	text/html	etag:%2264c07b-9d8-899e6540%22	www.superspoof.com/blair/interview.html	./www.superspoof.com/blair/interview.html	(from www.superspoof.com/blair/)
13:39:26	10523/10523	---M--	200	added ('OK')	image/jpeg	etag:%2264c079-291b-898f2300%22	www.superspoof.com/blair/head.jpg	./www.superspoof.com/blair/head.jpg	(from www.superspoof.com/blair/)
13:39:26	391663/391663	---M--	200	added ('OK')	image/gif	etag:%22700067-5f9ef-8b0c9b40%22	www.superspoof.com/grog/grogz-werld.gif	./www.superspoof.com/grog/grogz-werld.gif	(from www.superspoof.com/grog/)
13:39:26	4971/4971	---M--	200	added ('OK')	text/html	etag:%2264c071-136b-89521a00%22	www.superspoof.com/blair/artery.html	./www.superspoof.com/blair/artery.html	(from www.superspoof.com/blair/)
13:39:26	2084/2084	---M--	200	added ('OK')	text/html	etag:%2264c07f-824-89cc2c00%22	www.superspoof.com/blair/milk.html	./www.superspoof.com/blair/milk.html	(from www.superspoof.com/blair/)
13:39:26	19099/19099	---M--	200	added ('OK')	image/jpeg	etag:%2264c082-4a9b-89eab080%22	www.superspoof.com/blair/sandwich.jpg	./www.superspoof.com/blair/sandwich.jpg	(from www.superspoof.com/blair/)
13:39:27	2610/2610	---M--	200	added ('OK')	text/html	etag:%2264c085-a32-89f9f2c0%22	www.superspoof.com/blair/thecar.html	./www.superspoof.com/blair/thecar.html	(from www.superspoof.com/blair/)
13:39:27	2109/2109	---M--	200	added ('OK')	text/html	etag:%2264c07c-83d-89ada780%22	www.superspoof.com/blair/joshmarilyn.html	./www.superspoof.com/blair/joshmarilyn.html	(from www.superspoof.com/blair/)
13:39:27	2564/2564	---M--	200	added ('OK')	text/html	etag:%2264c074-a04-89709e80%22	www.superspoof.com/blair/blood.html	./www.superspoof.com/blair/blood.html	(from www.superspoof.com/blair/)
13:39:28	2342/2342	---M--	200	added ('OK')	text/html	etag:%2264c078-926-897fe0c0%22	www.superspoof.com/blair/fame.html	./www.superspoof.com/blair/fame.html	(from www.superspoof.com/blair/)
13:39:28	4236/4236	---M--	200	added ('OK')	image/gif	etag:%2264c083-108c-89eab080%22	www.superspoof.com/blair/sorry.gif	./www.superspoof.com/blair/sorry.gif	(from www.superspoof.com/blair/)
13:39:28	6539/6539	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202004%2019:40:36%20GMT	www.superspoof.com/blair/link	./www.superspoof.com/blair/link.html	(from www.superspoof.com/blair/)
13:39:28	4487/4487	---M--	200	added ('OK')	image/gif	etag:%2264c084-1187-89f9f2c0%22	www.superspoof.com/blair/truth.gif	./www.superspoof.com/blair/truth.gif	(from www.superspoof.com/blair/)
13:39:30	6539/6539	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202004%2019:40:37%20GMT	www.superspoof.com/007/008000	./www.superspoof.com/007/008000.html	(from www.superspoof.com/007/)
13:39:30	2364/2364	---M--	200	added ('OK')	image/gif	etag:%2275806a-93c-8b2b1fc0%22	www.superspoof.com/links/www_wilwheaton_net.gif	./www.superspoof.com/links/www_wilwheaton_net.gif	(from www.superspoof.com/links/)
13:39:31	7665/7665	---M--	200	added ('OK')	image/jpeg	etag:%22718055-1df1-8ac05000%22	www.superspoof.com/images/carsales.jpg	./www.superspoof.com/images/carsales.jpg	(from www.superspoof.com/membership.php)
13:39:31	7977/7977	---M--	200	added ('OK')	image/gif	etag:%2271805a-1f29-8aee16c0%22	www.superspoof.com/images/oldlady.gif	./www.superspoof.com/images/oldlady.gif	(from www.superspoof.com/mailbag.php)
13:39:31	10071/10071	---M--	200	added ('OK')	image/gif	etag:%222dc057-2757-7de06a00%22	www.gamenet.ca/images/banner.gif	./www.gamenet.ca/images/banner.gif	(from www.superspoof.com/007/)
13:39:31	947/947	---M--	200	added ('OK')	image/gif	etag:%22758069-3b3-8b2b1fc0%22	www.superspoof.com/links/onionlink1098.gif	./www.superspoof.com/links/onionlink1098.gif	(from www.superspoof.com/links/)
13:39:32	8746/8746	---M--	200	added ('OK')	image/gif	etag:%22758066-222a-8b2b1fc0%22	www.superspoof.com/links/banner.gif	./www.superspoof.com/links/banner.gif	(from www.superspoof.com/links/)
13:39:32	11351/11351	---M--	200	added ('OK')	image/jpeg	etag:%227c403c-2c57-8ba531c0%22	www.superspoof.com/news/martin2.jpg	./www.superspoof.com/news/martin2.jpg	(from www.superspoof.com/news/story-0031.php)
